player,nation,team,league,season,target_season,position,position_group,age,matched_next,starts,minutes,goals,assists,non_penalty_goals,penalty_goals,penalty_attempts,goals_per90,assists_per90,goal_contrib_per90,next_goals,next_10plus,season_start,target_year,row_id,norm_player,norm_current_team,tm_player_id,match_method,match_confidence,first_big5_game_date,cutoff_date,cutoff_source,timeline_status,confirmed_preseason_event_count,preseason_team_transition_count,selected_event_id,destination_team,destination_league,destination_country,unknown_date_context_event_count_audit,post_cutoff_context_event_count_audit,context_mismatch_pre_event_count_audit,timeline_trace,tr_event_id,tr_transfer_date,tr_from_club,tr_to_club,tr_from_league,tr_to_league,tr_from_country,tr_to_country,tr_transfer_fee_eur,tr_transfer_market_value_eur,tr_is_loan,tr_db_date_match_method,tr_db_match_score,transfer_event_preseason,norm_destination_team,changed_team_preseason,destination_in_big5,same_league_transfer,league_changed,country_changed,is_loan_preseason,transfer_date_preseason,days_since_transfer,transfer_fee_eur,transfer_market_value_eur,transfer_fee_known,transfer_fee_positive,log_transfer_fee,fee_to_transfer_market_value_ratio,mv_preseason_value_eur,mv_preseason_valuation_date,mv_preseason_peak_eur,mv_6m_value_eur,mv_6m_valuation_date,mv_6m_peak_eur,mv_12m_value_eur,mv_12m_valuation_date,mv_12m_peak_eur,market_value_preseason_eur,market_value_source,market_value_known,log_market_value,market_value_6m_eur,market_value_12m_eur,market_value_change_6m_eur,market_value_change_12m_eur,market_value_growth_6m,market_value_growth_12m,market_value_peak_to_cutoff_eur,market_value_vs_peak,valuation_age_days,market_value_percentile,market_value_vs_position_median,old_team_stats_name,old_team_rank_pct,old_team_points_per_game,old_team_goal_diff_per_game,new_team_stats_name,new_team_match_score,new_team_second_score,new_team_match_margin,new_team_match_method,new_team_strength_league,new_team_prev_rank_pct,new_team_prev_points_per_game,new_team_prev_goal_diff_per_game,new_team_strength_missing,team_rank_change,team_points_change,team_goal_diff_change,audit_norm_player,audit_norm_team,audit_status,review_priority_score
Jacob Brown,SCO,Luton Town,Premier League,2023-2024,2024-2025,"MF,FW",FW,25.0,False,12.0,1019.0,2.0,0.0,2.0,0.0,0.0,0.1766437684003925,0.0,0.1766437684003925,0.0,0,2023,2024,22799,jacob brown,luton town,469958.0,exact_normalized_unique,A,2024-08-15,2024-08-14,duckdb_big5_first_game,no_summer_event,0,0,,Luton Town,Premier League,England,0,0,0,,,,,,,,,,,,,,,0,luton town,0,1,0,0,0,0,,,,,0,0,,,4000000.0,2024-05-27,6000000.0,4000000.0,2023-12-19,6000000.0,6000000.0,2023-06-01,6000000.0,4000000.0,historical_valuation,1,15.201805169084134,4000000.0,6000000.0,0.0,-2000000.0,0.0,-0.3333333333333333,6000000.0,0.6666666666666666,79.0,0.2511600928074246,0.3333333333333333,Luton,0.1052631578947368,0.6842105263157895,-0.868421052631579,Luton,1.0,,,same_team_copy_old,Premier League,0.1052631578947368,0.6842105263157895,-0.868421052631579,0,0.0,0.0,0.0,jacob brown,luton town,STABLE_BIG5_REVIEW,0.4857655502392345
Manolo Portanova,it ITA,Genoa,Serie A,2021-2022,2022-2023,"FW,MF",FW,21.0,False,17.0,1322.0,1.0,0.0,1.0,0.0,0.0,0.0680786686838124,0.0,0.0680786686838124,0.0,0,2021,2022,21095,manolo portanova,genoa,394304.0,exact_normalized_unique,A,2022-08-05,2022-08-04,duckdb_big5_first_game,no_summer_event,0,0,,Genoa,Serie A,Italy,0,0,0,,,,,,,,,,,,,,,0,genoa,0,1,0,0,0,0,,,,,0,0,,,2500000.0,2022-06-07,2500000.0,1500000.0,2021-12-28,1500000.0,1000000.0,2021-06-03,1000000.0,2500000.0,historical_valuation,1,14.731801689838347,1500000.0,1000000.0,1000000.0,1500000.0,0.6666666666666667,1.5,2500000.0,1.0,58.0,0.1630057803468208,0.217391304347826,Genoa,0.0526315789473684,0.7368421052631579,-0.868421052631579,Genoa,1.0,,,same_team_copy_old,Serie A,0.0526315789473684,0.7368421052631579,-0.868421052631579,0,0.0,0.0,0.0,manolo portanova,genoa,STABLE_BIG5_REVIEW,0.4854066985645933
Jack Cork,eng ENG,Burnley,Premier League,2021-2022,2022-2023,MF,MF,32.0,False,20.0,1670.0,1.0,0.0,1.0,0.0,0.0,0.0538922155688622,0.0,0.0538922155688622,0.0,0,2021,2022,20918,jack cork,burnley,40613.0,exact_normalized_unique,A,2022-08-05,2022-08-04,duckdb_big5_first_game,no_summer_event,0,0,,Burnley,Premier League,England,0,0,0,,,,,,,,,,,,,,,0,burnley,0,1,0,0,0,0,,,,,0,0,,,1800000.0,2022-06-15,15000000.0,3000000.0,2021-12-23,15000000.0,5000000.0,2021-06-08,15000000.0,1800000.0,historical_valuation,1,14.403297778421797,3000000.0,5000000.0,-1200000.0,-3200000.0,-0.4,-0.64,15000000.0,0.12,50.0,0.0803468208092485,0.2117647058823529,Burnley,0.1052631578947368,0.9210526315789472,-0.5,Burnley,1.0,,,same_team_copy_old,Premier League,0.1052631578947368,0.9210526315789472,-0.5,0,0.0,0.0,0.0,jack cork,burnley,STABLE_BIG5_REVIEW,0.4851674641148325
Renaud Ripart,fr FRA,Troyes,Ligue 1,2022-2023,2023-2024,"FW,MF",FW,29.0,False,15.0,1320.0,4.0,1.0,4.0,0.0,0.0,0.2727272727272727,0.0681818181818181,0.3409090909090909,0.0,0,2022,2023,22245,renaud ripart,troyes,234802.0,exact_normalized_unique,A,2023-08-11,2023-08-10,duckdb_big5_first_game,no_summer_event,0,0,,Troyes,Ligue 1,France,0,0,0,,,,,,,,,,,,,,,0,troyes,0,1,0,0,0,0,,,,,0,0,,,2500000.0,2023-06-27,5000000.0,3000000.0,2022-11-02,5000000.0,4000000.0,2022-05-30,5000000.0,2500000.0,historical_valuation,1,14.731801689838347,3000000.0,4000000.0,-500000.0,-1500000.0,-0.1666666666666666,-0.375,5000000.0,0.5,44.0,0.1575654152445961,0.2272727272727272,Troyes,0.0526315789473684,0.631578947368421,-0.9473684210526316,Troyes,1.0,,,same_team_copy_old,Ligue 1,0.0526315789473684,0.631578947368421,-0.9473684210526316,0,0.0,0.0,0.0,renaud ripart,troyes,STABLE_BIG5_REVIEW,0.4842105263157894
Tomás Rincón,ve VEN,Sampdoria,Serie A,2022-2023,2023-2024,MF,MF,34.0,False,30.0,2555.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0704500978473581,0.0704500978473581,0.0,0,2022,2023,22375,tomas rincon,sampdoria,75942.0,exact_normalized_unique,A,2023-08-11,2023-08-10,duckdb_big5_first_game,no_summer_event,0,0,,Sampdoria,Serie A,Italy,0,0,0,,,,,,,,,,,,,,,0,sampdoria,0,1,0,0,0,0,,,,,0,0,,,800000.0,2023-06-15,9000000.0,800000.0,2022-11-11,9000000.0,1000000.0,2022-06-07,9000000.0,800000.0,historical_valuation,1,13.592368256649284,800000.0,1000000.0,0.0,-200000.0,0.0,-0.1999999999999999,9000000.0,0.0888888888888888,56.0,0.0216154721274175,0.1,Sampdoria,0.0,0.5,-1.236842105263158,Sampdoria,1.0,,,same_team_copy_old,Serie A,0.0,0.5,-1.236842105263158,0,0.0,0.0,0.0,tomas rincon,sampdoria,STABLE_BIG5_REVIEW,0.4832535885167464
Vincent Pajot,fr FRA,Metz,Ligue 1,2021-2022,2022-2023,MF,MF,30.0,False,27.0,2311.0,1.0,0.0,1.0,0.0,0.0,0.0389441800086542,0.0,0.0389441800086542,0.0,0,2021,2022,21453,vincent pajot,metz,126699.0,exact_normalized_unique,A,2022-08-05,2022-08-04,duckdb_big5_first_game,no_summer_event,0,0,,Metz,Ligue 1,France,0,0,0,,,,,,,,,,,,,,,0,metz,0,1,0,0,0,0,,,,,0,0,,,1000000.0,2022-05-30,3000000.0,1000000.0,2021-12-16,3000000.0,1500000.0,2021-06-04,3000000.0,1000000.0,historical_valuation,1,13.815511557963774,1000000.0,1500000.0,0.0,-500000.0,0.0,-0.3333333333333333,3000000.0,0.3333333333333333,66.0,0.0329479768786127,0.1176470588235294,Metz,0.0526315789473684,0.8157894736842105,-0.8947368421052632,Metz,1.0,,,same_team_copy_old,Ligue 1,0.0526315789473684,0.8157894736842105,-0.8947368421052632,0,0.0,0.0,0.0,vincent pajot,metz,STABLE_BIG5_REVIEW,0.48289473684210527
Nathan Dyer,eng ENG,Swansea City,Premier League,2017-2018,2018-2019,"MF,FW",FW,29.0,False,16.0,1307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2017,2018,17449,nathan dyer,swansea city,37011.0,exact_normalized_unique,A,2018-08-10,2018-08-09,duckdb_big5_first_game,no_summer_event,0,0,,Swansea City,Premier League,England,0,0,0,,,,,,,,,,,,,,,0,swansea city,0,1,0,0,0,0,,,,,0,0,,,2500000.0,2018-05-28,5500000.0,2500000.0,2018-01-02,5500000.0,3500000.0,2017-06-28,5500000.0,2500000.0,historical_valuation,1,14.731801689838347,2500000.0,3500000.0,0.0,-1000000.0,0.0,-0.2857142857142857,5500000.0,0.4545454545454545,73.0,0.2146799116997792,0.3333333333333333,Swansea,0.1052631578947368,0.868421052631579,-0.7368421052631579,Swansea,1.0,,,same_team_copy_old,Premier League,0.1052631578947368,0.868421052631579,-0.7368421052631579,0,0.0,0.0,0.0,nathan dyer,swansea city,STABLE_BIG5_REVIEW,0.4820574162679426
Daniele Croce,it ITA,Empoli,Serie A,2016-2017,2017-2018,MF,MF,33.0,False,32.0,2929.0,1.0,1.0,1.0,0.0,0.0,0.0307272106520996,0.0307272106520996,0.0614544213041993,0.0,0,2016,2017,15979,daniele croce,empoli,22749.0,exact_normalized_unique,A,2017-08-04,2017-08-03,duckdb_big5_first_game,no_summer_event,0,0,,Empoli,Serie A,Italy,0,0,0,,,,,,,,,,,,,,,0,empoli,0,1,0,0,0,0,,,,,0,0,,,500000.0,2017-06-08,500000.0,500000.0,2017-01-02,500000.0,500000.0,2016-07-15,500000.0,500000.0,historical_valuation,1,13.122365377402328,500000.0,500000.0,0.0,0.0,0.0,0.0,500000.0,1.0,56.0,0.0216701902748414,0.125,Empoli,0.1052631578947368,0.8421052631578947,-0.8421052631578947,Empoli,1.0,,,same_team_copy_old,Serie A,0.1052631578947368,0.8421052631578947,-0.8421052631578947,0,0.0,0.0,0.0,daniele croce,empoli,STABLE_BIG5_REVIEW,0.4820574162679426
Romaine Sawyers,kn SKN,West Brom,Premier League,2020-2021,2021-2022,MF,MF,28.0,False,17.0,1487.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2020,2021,20390,romaine sawyers,west brom,113036.0,exact_normalized_unique,A,2021-08-06,2021-08-05,duckdb_big5_first_game,no_summer_event,0,0,,West Brom,Premier League,England,0,0,0,,,,,,,,,,,,,,,0,west brom,0,1,0,0,0,0,,,,,0,0,,,2000000.0,2021-06-08,4000000.0,3200000.0,2020-10-13,4000000.0,3200000.0,2020-04-08,4000000.0,2000000.0,historical_valuation,1,14.508658238524095,3200000.0,3200000.0,-1200000.0,-1200000.0,-0.375,-0.375,4000000.0,0.5,58.0,0.1221122112211221,0.25,West Brom,0.0526315789473684,0.6842105263157895,-1.0789473684210529,West Brom,1.0,,,same_team_copy_old,Premier League,0.0526315789473684,0.6842105263157895,-1.0789473684210529,0,0.0,0.0,0.0,romaine sawyers,west brom,STABLE_BIG5_REVIEW,0.4813397129186603
Jean-Eudes Aholou,ci CIV,Strasbourg,Ligue 1,2022-2023,2023-2024,MF,MF,28.0,False,16.0,1300.0,3.0,1.0,3.0,0.0,0.0,0.2076923076923077,0.0692307692307692,0.2769230769230769,0.0,0,2022,2023,21895,jean eudes aholou,strasbourg,178313.0,exact_normalized_unique,A,2023-08-11,2023-08-10,duckdb_big5_first_game,no_summer_event,0,0,,Strasbourg,Ligue 1,France,0,0,0,,,,,,,,,,,,,,,0,strasbourg,0,1,0,0,0,0,,,,,0,0,,,2500000.0,2023-06-27,10000000.0,3000000.0,2022-11-02,10000000.0,3000000.0,2022-05-30,10000000.0,2500000.0,historical_valuation,1,14.731801689838347,3000000.0,3000000.0,-500000.0,-500000.0,-0.1666666666666666,-0.1666666666666666,10000000.0,0.25,44.0,0.1575654152445961,0.3125,Strasbourg,0.2631578947368421,1.0526315789473684,-0.2105263157894736,Strasbourg,1.0,,,same_team_copy_old,Ligue 1,0.2631578947368421,1.0526315789473684,-0.2105263157894736,0,0.0,0.0,0.0,jean eudes aholou,strasbourg,STABLE_BIG5_REVIEW,0.4796650717703349
Sam Vokes,wls WAL,Burnley,Premier League,2018-2019,2019-2020,FW,FW,28.0,False,10.0,915.0,3.0,0.0,3.0,0.0,0.0,0.2950819672131147,0.0,0.2950819672131147,0.0,0,2018,2019,18546,sam vokes,burnley,48078.0,exact_normalized_unique,A,2019-08-09,2019-08-08,duckdb_big5_first_game,no_summer_event,0,0,,Burnley,Premier League,England,0,0,0,,,,,,,,,,,,,,,0,burnley,0,1,0,0,0,0,,,,,0,0,,,5000000.0,2019-06-28,6000000.0,6000000.0,2018-12-19,6000000.0,6000000.0,2018-05-28,6000000.0,5000000.0,historical_valuation,1,15.424948670398354,6000000.0,6000000.0,-1000000.0,-1000000.0,-0.1666666666666666,-0.1666666666666666,6000000.0,0.8333333333333334,41.0,0.3344370860927152,0.5,Burnley,0.2631578947368421,1.0526315789473684,-0.6052631578947368,Burnley,1.0,,,same_team_copy_old,Premier League,0.2631578947368421,1.0526315789473684,-0.6052631578947368,0,0.0,0.0,0.0,sam vokes,burnley,STABLE_BIG5_REVIEW,0.47870813397129186
Jean-Manuel Mbom,de GER,Werder Bremen,Bundesliga,2020-2021,2021-2022,"MF,DF",MF,20.0,False,15.0,1160.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0775862068965517,0.0775862068965517,0.0,0,2020,2021,19985,jean manuel mbom,werder bremen,335003.0,exact_normalized_unique,A,2021-08-06,2021-08-05,duckdb_big5_first_game,no_summer_event,0,0,,Werder Bremen,Bundesliga,Germany,0,0,0,,,,,,,,,,,,,,,0,werder bremen,0,1,0,0,0,0,,,,,0,0,,,3000000.0,2021-06-09,3000000.0,2000000.0,2020-11-26,2000000.0,450000.0,2020-07-05,500000.0,3000000.0,historical_valuation,1,14.914123179965662,2000000.0,450000.0,1000000.0,2550000.0,0.5,5.666666666666667,3000000.0,1.0,57.0,0.1996699669966996,0.375,Werder Bremen,0.0588235294117647,0.9117647058823528,-0.6176470588235294,Werder Bremen,1.0,,,same_team_copy_old,Bundesliga,0.0588235294117647,0.9117647058823528,-0.6176470588235294,0,0.0,0.0,0.0,jean manuel mbom,werder bremen,STABLE_BIG5_REVIEW,0.47834928229665075
Laurent Depoitre,be BEL,Huddersfield,Premier League,2018-2019,2019-2020,FW,FW,29.0,False,10.0,1068.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0842696629213483,0.0842696629213483,0.0,0,2018,2019,18234,laurent depoitre,huddersfield,90583.0,exact_normalized_unique,A,2019-08-09,2019-08-08,duckdb_big5_first_game,no_summer_event,0,0,,Huddersfield,Premier League,England,0,0,0,,,,,,,,,,,,,,,0,huddersfield,0,1,0,0,0,0,,,,,0,0,,,3500000.0,2019-06-13,6500000.0,4000000.0,2018-12-19,6500000.0,4500000.0,2018-05-28,6500000.0,3500000.0,historical_valuation,1,15.068273812173889,4000000.0,4500000.0,-500000.0,-1000000.0,-0.125,-0.2222222222222222,6500000.0,0.5384615384615384,56.0,0.2290286975717439,0.35,Huddersfield,0.0,0.4210526315789473,-1.4210526315789471,Huddersfield,1.0,,,same_team_copy_old,Premier League,0.0,0.4210526315789473,-1.4210526315789471,0,0.0,0.0,0.0,laurent depoitre,huddersfield,STABLE_BIG5_REVIEW,0.4783492822966507
Lukas Lerager,dk DEN,Genoa,Serie A,2020-2021,2021-2022,MF,MF,27.0,False,13.0,1159.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0776531492666091,0.0776531492666091,0.0,0,2020,2021,20136,lukas lerager,genoa,167105.0,exact_normalized_unique,A,2021-08-06,2021-08-05,duckdb_big5_first_game,no_summer_event,0,0,,Genoa,Serie A,Italy,0,0,0,,,,,,,,,,,,,,,0,genoa,0,1,0,0,0,0,,,,,0,0,,,3000000.0,2021-06-04,6000000.0,3500000.0,2020-12-29,6000000.0,4000000.0,2020-04-08,6000000.0,3000000.0,historical_valuation,1,14.914123179965662,3500000.0,4000000.0,-500000.0,-1000000.0,-0.1428571428571429,-0.25,6000000.0,0.5,62.0,0.1996699669966996,0.375,Genoa,0.4736842105263158,1.105263157894737,-0.2894736842105263,Genoa,1.0,,,same_team_copy_old,Serie A,0.4736842105263158,1.105263157894737,-0.2894736842105263,0,0.0,0.0,0.0,lukas lerager,genoa,STABLE_BIG5_REVIEW,0.4771531100478469
Niccolò Zanellato,it ITA,Crotone,Serie A,2020-2021,2021-2022,MF,MF,22.0,False,18.0,1637.0,1.0,1.0,1.0,0.0,0.0,0.0549786194257788,0.0549786194257788,0.1099572388515577,0.0,0,2020,2021,20265,niccolo zanellato,crotone,343945.0,exact_normalized_unique,A,2021-08-06,2021-08-05,duckdb_big5_first_game,no_summer_event,0,0,,Crotone,Serie A,Italy,0,0,0,,,,,,,,,,,,,,,0,crotone,0,1,0,0,0,0,,,,,0,0,,,1800000.0,2021-06-03,1800000.0,1600000.0,2020-12-29,1700000.0,1400000.0,2020-04-08,1600000.0,1800000.0,historical_valuation,1,14.403297778421797,1600000.0,1400000.0,200000.0,400000.0,0.125,0.2857142857142858,1800000.0,1.0,63.0,0.1001100110011001,0.225,Crotone,0.0526315789473684,0.6052631578947368,-1.236842105263158,Crotone,1.0,,,same_team_copy_old,Serie A,0.0526315789473684,0.6052631578947368,-1.236842105263158,0,0.0,0.0,0.0,niccolo zanellato,crotone,STABLE_BIG5_REVIEW,0.47583732057416267
Reinier,BRA,Frosinone,Serie A,2023-2024,2024-2025,"MF,FW",FW,21.0,False,13.0,1059.0,2.0,2.0,2.0,0.0,0.0,0.1699716713881019,0.1699716713881019,0.3399433427762039,0.0,0,2023,2024,23181,reinier,frosinone,627226.0,exact_normalized_unique,A,2024-08-15,2024-08-14,duckdb_big5_first_game,no_confirmed_pre_cutoff_event,0,0,,Frosinone,Serie A,Italy,0,0,0,,,,,,,,,,,,,,,0,frosinone,0,1,0,0,0,0,,,,,0,0,,,3500000.0,2024-06-05,25000000.0,4000000.0,2023-12-20,25000000.0,2000000.0,2023-06-13,25000000.0,3500000.0,historical_valuation,1,15.068273812173889,4000000.0,2000000.0,-500000.0,1500000.0,-0.125,0.75,25000000.0,0.14,70.0,0.212877030162413,0.2916666666666667,Frosinone,0.1052631578947368,0.9210526315789472,-0.6578947368421053,Frosinone,1.0,,,same_team_copy_old,Serie A,0.1052631578947368,0.9210526315789472,-0.6578947368421053,0,0.0,0.0,0.0,reinier,frosinone,STABLE_BIG5_REVIEW,0.475
Nathaniel Chalobah,eng ENG,Watford,Premier League,2019-2020,2020-2021,MF,MF,24.0,False,10.0,930.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0967741935483871,0.0967741935483871,0.0,0,2019,2020,19321,nathaniel chalobah,watford,128900.0,exact_normalized_unique,A,2020-08-21,2020-08-20,duckdb_big5_first_game,no_summer_event,0,0,,Watford,Premier League,England,0,0,0,,,,,,,,,,,,,,,0,watford,0,1,0,0,0,0,,,,,0,0,,,4800000.0,2020-04-08,7000000.0,6000000.0,2019-12-10,7000000.0,7000000.0,2019-06-13,7000000.0,4800000.0,historical_valuation,1,15.38412668421143,6000000.0,7000000.0,-1200000.0,-2200000.0,-0.1999999999999999,-0.3142857142857143,7000000.0,0.6857142857142857,134.0,0.3020833333333333,0.64,Watford,0.0526315789473684,0.8947368421052632,-0.7368421052631579,Watford,1.0,,,same_team_copy_old,Premier League,0.0526315789473684,0.8947368421052632,-0.7368421052631579,0,0.0,0.0,0.0,nathaniel chalobah,watford,STABLE_BIG5_REVIEW,0.47332535885167465
Mateusz Łęgowski,POL,Salernitana,Serie A,2023-2024,2024-2025,MF,MF,20.0,False,10.0,1145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2023,2024,23011,mateusz legowski,salernitana,570466.0,exact_normalized_unique,A,2024-08-15,2024-08-14,duckdb_big5_first_game,no_summer_event,0,0,,Salernitana,Serie A,Italy,0,0,0,,,,,,,,,,,,,,,0,salernitana,0,1,0,0,0,0,,,,,0,0,,,3000000.0,2024-06-05,3000000.0,3000000.0,2023-12-20,3000000.0,1800000.0,2023-06-09,1800000.0,3000000.0,historical_valuation,1,14.914123179965662,3000000.0,1800000.0,0.0,1200000.0,0.0,0.6666666666666667,3000000.0,1.0,70.0,0.1751740139211137,0.375,Salernitana,0.0,0.4473684210526316,-1.2894736842105263,Salernitana,1.0,,,same_team_copy_old,Serie A,0.0,0.4473684210526316,-1.2894736842105263,0,0.0,0.0,0.0,mateusz egowski,salernitana,STABLE_BIG5_REVIEW,0.4730861244019139
Emre Çolak,tr TUR,La Coruña,La Liga,2017-2018,2018-2019,MF,MF,26.0,False,17.0,1449.0,1.0,1.0,1.0,0.0,0.0,0.062111801242236,0.062111801242236,0.124223602484472,0.0,0,2017,2018,17017,emre colak,la coruna,77707.0,exact_normalized_unique,A,2018-08-10,2018-08-09,duckdb_big5_first_game,no_summer_event,0,0,,La Coruña,La Liga,Spain,0,0,0,,,,,,,,,,,,,,,0,la coruna,0,1,0,0,0,0,,,,,0,0,,,2000000.0,2018-05-30,7500000.0,4000000.0,2018-01-01,7500000.0,7500000.0,2017-06-05,7500000.0,2000000.0,historical_valuation,1,14.508658238524095,4000000.0,7500000.0,-2000000.0,-5500000.0,-0.5,-0.7333333333333334,7500000.0,0.2666666666666666,71.0,0.1600441501103753,0.3333333333333333,La Coruna,0.1052631578947368,0.7631578947368421,-1.0,La Coruna,1.0,,,same_team_copy_old,La Liga,0.1052631578947368,0.7631578947368421,-1.0,0,0.0,0.0,0.0,emre colak,la coruna,STABLE_BIG5_REVIEW,0.4729665071770335
Pasquale Schiattarella,it ITA,Benevento,Serie A,2020-2021,2021-2022,MF,MF,33.0,False,26.0,2247.0,1.0,1.0,1.0,0.0,0.0,0.0400534045393858,0.0400534045393858,0.0801068090787717,0.0,0,2020,2021,20311,pasquale schiattarella,benevento,56762.0,exact_normalized_unique,A,2021-08-06,2021-08-05,duckdb_big5_first_game,no_summer_event,0,0,,Benevento,Serie A,Italy,0,0,0,,,,,,,,,,,,,,,0,benevento,0,1,0,0,0,0,,,,,0,0,,,1000000.0,2021-06-03,1600000.0,1000000.0,2020-12-29,1600000.0,800000.0,2020-04-08,1600000.0,1000000.0,historical_valuation,1,13.815511557963774,1000000.0,800000.0,0.0,200000.0,0.0,0.25,1600000.0,0.625,63.0,0.0368536853685368,0.125,Benevento,0.1052631578947368,0.868421052631579,-0.9210526315789472,Benevento,1.0,,,same_team_copy_old,Serie A,0.1052631578947368,0.868421052631579,-0.9210526315789472,0,0.0,0.0,0.0,pasquale schiattarella,benevento,STABLE_BIG5_REVIEW,0.4716507177033493
Jimmy Cabot,fr FRA,Lorient,Ligue 1,2016-2017,2017-2018,"MF,FW",FW,22.0,False,11.0,1279.0,5.0,4.0,5.0,0.0,0.0,0.3518373729476153,0.2814698983580923,0.6333072713057075,0.0,0,2016,2017,16216,jimmy cabot,lorient,206912.0,exact_normalized_unique,A,2017-08-04,2017-08-03,duckdb_big5_first_game,no_summer_event,0,0,,Lorient,Ligue 1,France,0,0,0,,,,,,,,,,,,,,,0,lorient,0,1,0,0,0,0,,,,,0,0,,,2500000.0,2017-06-01,2500000.0,2500000.0,2017-01-16,2500000.0,2000000.0,2016-07-13,2000000.0,2500000.0,historical_valuation,1,14.731801689838347,2500000.0,2000000.0,0.0,500000.0,0.0,0.25,2500000.0,1.0,63.0,0.2637420718816067,0.3571428571428571,Lorient,0.1052631578947368,0.9473684210526316,-0.6842105263157895,Lorient,1.0,,,same_team_copy_old,Ligue 1,0.1052631578947368,0.9473684210526316,-0.6842105263157895,0,0.0,0.0,0.0,jimmy cabot,lorient,STABLE_BIG5_REVIEW,0.4715311004784689
Léo Baptistão,BRA,Almería,La Liga,2023-2024,2024-2025,FW,FW,30.0,False,22.0,1837.0,6.0,0.0,6.0,0.0,0.0,0.2939575394665215,0.0,0.2939575394665215,0.0,0,2023,2024,22932,leo baptistao,almeria,221899.0,exact_normalized_unique,A,2024-08-15,2024-08-14,duckdb_big5_first_game,no_summer_event,0,0,,Almería,La Liga,Spain,0,0,0,,,,,,,,,,,,,,,0,almeria,0,1,0,0,0,0,,,,,0,0,,,1500000.0,2024-06-07,7000000.0,1800000.0,2023-12-22,7000000.0,1800000.0,2023-06-13,7000000.0,1500000.0,historical_valuation,1,14.220976332738882,1800000.0,1800000.0,-300000.0,-300000.0,-0.1666666666666666,-0.1666666666666666,7000000.0,0.2142857142857142,68.0,0.0597447795823665,0.125,Almeria,0.0526315789473684,0.5526315789473685,-0.8421052631578947,Almeria,1.0,,,same_team_copy_old,La Liga,0.0526315789473684,0.5526315789473685,-0.8421052631578947,0,0.0,0.0,0.0,leo baptistao,almeria,STABLE_BIG5_REVIEW,0.4712918660287081
Tom Cleverley,eng ENG,Watford,Premier League,2021-2022,2022-2023,MF,MF,31.0,False,20.0,1616.0,0.0,2.0,0.0,0.0,0.0,0.0,0.1113861386138613,0.1113861386138613,0.0,0,2021,2022,21429,tom cleverley,watford,73484.0,exact_normalized_unique,A,2022-08-05,2022-08-04,duckdb_big5_first_game,no_summer_event,0,0,,Watford,Premier League,England,0,0,0,,,,,,,,,,,,,,,0,watford,0,1,0,0,0,0,,,,,0,0,,,1800000.0,2022-06-15,14000000.0,2000000.0,2021-12-23,14000000.0,3000000.0,2021-06-30,14000000.0,1800000.0,historical_valuation,1,14.403297778421797,2000000.0,3000000.0,-200000.0,-1200000.0,-0.0999999999999999,-0.4,14000000.0,0.1285714285714285,50.0,0.0803468208092485,0.2117647058823529,Watford,0.0526315789473684,0.6052631578947368,-1.131578947368421,Watford,1.0,,,same_team_copy_old,Premier League,0.0526315789473684,0.6052631578947368,-1.131578947368421,0,0.0,0.0,0.0,tom cleverley,watford,STABLE_BIG5_REVIEW,0.469377990430622
Jessy Deminguet,fr FRA,Caen,Ligue 1,2018-2019,2019-2020,MF,MF,20.0,False,15.0,1269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2018,2019,18133,jessy deminguet,caen,539232.0,exact_normalized_unique,A,2019-08-09,2019-08-08,duckdb_big5_first_game,no_summer_event,0,0,,Caen,Ligue 1,France,0,0,0,,,,,,,,,,,,,,,0,caen,0,1,0,0,0,0,,,,,0,0,,,2500000.0,2019-06-03,2500000.0,2500000.0,2018-12-17,2500000.0,500000.0,2018-06-04,500000.0,2500000.0,historical_valuation,1,14.731801689838347,2500000.0,500000.0,0.0,2000000.0,0.0,4.0,2500000.0,1.0,66.0,0.1490066225165563,0.3125,Caen,0.0526315789473684,0.868421052631579,-0.6578947368421053,Caen,1.0,,,same_team_copy_old,Ligue 1,0.0526315789473684,0.868421052631579,-0.6578947368421053,0,0.0,0.0,0.0,jessy deminguet,caen,STABLE_BIG5_REVIEW,0.4688995215311005
